"ADM2_PC","amenities","ADM2_ES","ADM1_PC","ADM1_ES","ADM0_PC","ADM0_ES","value"
"CO52838","hospital","Túquerres","CO52","Nariño","CO","Colombia",4
"CO54001","hospital","San José de Cúcuta","CO54","Norte de Santander","CO","Colombia",56
"CO54128","hospital","Cáchira","CO54","Norte de Santander","CO","Colombia",1
"CO54172","hospital","Chinácota","CO54","Norte de Santander","CO","Colombia",4
"CO54174","hospital","Chitagá","CO54","Norte de Santander","CO","Colombia",1
"CO54206","hospital","Convención","CO54","Norte de Santander","CO","Colombia",1
"CO54261","hospital","El Zulia","CO54","Norte de Santander","CO","Colombia",1
"CO54398","hospital","La Playa","CO54","Norte de Santander","CO","Colombia",1
"CO54405","hospital","Los Patios","CO54","Norte de Santander","CO","Colombia",1
"CO54498","hospital","Ocaña","CO54","Norte de Santander","CO","Colombia",3
"CO54518","hospital","Pamplona","CO54","Norte de Santander","CO","Colombia",5
"CO54553","hospital","Puerto Santander","CO54","Norte de Santander","CO","Colombia",2
"CO54660","hospital","Salazar","CO54","Norte de Santander","CO","Colombia",1
"CO54670","hospital","San Calixto","CO54","Norte de Santander","CO","Colombia",1
"CO54720","hospital","Sardinata","CO54","Norte de Santander","CO","Colombia",1
"CO54810","hospital","Tibú","CO54","Norte de Santander","CO","Colombia",2
"CO54820","hospital","Toledo","CO54","Norte de Santander","CO","Colombia",1
"CO54874","hospital","Villa del Rosario","CO54","Norte de Santander","CO","Colombia",1
"CO63001","hospital","Armenia","CO63","Quindio","CO","Colombia",26
"CO63111","hospital","Buenavista","CO63","Quindio","CO","Colombia",1
"CO63130","hospital","Calarcá","CO63","Quindio","CO","Colombia",6
"CO63190","hospital","Circasia","CO63","Quindio","CO","Colombia",1
"CO63212","hospital","Córdoba","CO63","Quindio","CO","Colombia",1
"CO63272","hospital","Filandia","CO63","Quindio","CO","Colombia",3
"CO63302","hospital","Génova","CO63","Quindio","CO","Colombia",1
"CO63401","hospital","La Tebaida","CO63","Quindio","CO","Colombia",2
"CO63470","hospital","Montenegro","CO63","Quindio","CO","Colombia",2
"CO63594","hospital","Quimbaya","CO63","Quindio","CO","Colombia",2
"CO63690","hospital","Salento","CO63","Quindio","CO","Colombia",2
"CO66001","hospital","Pereira","CO66","Risaralda","CO","Colombia",17
"CO66045","hospital","Apía","CO66","Risaralda","CO","Colombia",1
"CO66075","hospital","Balboa","CO66","Risaralda","CO","Colombia",2
"CO66088","hospital","Belén de Umbría","CO66","Risaralda","CO","Colombia",1
"CO66170","hospital","Dosquebradas","CO66","Risaralda","CO","Colombia",4
"CO66318","hospital","Guática","CO66","Risaralda","CO","Colombia",2
"CO66383","hospital","La Celia","CO66","Risaralda","CO","Colombia",1
"CO66400","hospital","La Virginia","CO66","Risaralda","CO","Colombia",1
"CO66440","hospital","Marsella","CO66","Risaralda","CO","Colombia",2
"CO66456","hospital","Mistrató","CO66","Risaralda","CO","Colombia",4
"CO66572","hospital","Pueblo Rico","CO66","Risaralda","CO","Colombia",1
"CO66682","hospital","Santa Rosa de Cabal","CO66","Risaralda","CO","Colombia",3
"CO66687","hospital","Santuario","CO66","Risaralda","CO","Colombia",1
"CO68001","hospital","Bucaramanga","CO68","Santander","CO","Colombia",11
"CO68020","hospital","Albania","CO68","Santander","CO","Colombia",1
"CO68051","hospital","Aratoca","CO68","Santander","CO","Colombia",2
"CO68077","hospital","Barbosa","CO68","Santander","CO","Colombia",2
"CO68079","hospital","Barichara","CO68","Santander","CO","Colombia",1
"CO68081","hospital","Barrancabermeja","CO68","Santander","CO","Colombia",9
"CO68092","hospital","Betulia","CO68","Santander","CO","Colombia",1
"CO68101","hospital","Bolívar","CO68","Santander","CO","Colombia",2
"CO68121","hospital","Cabrera","CO68","Santander","CO","Colombia",1
"CO68132","hospital","California","CO68","Santander","CO","Colombia",1
"CO68147","hospital","Capitanejo","CO68","Santander","CO","Colombia",1
"CO68152","hospital","Carcasí","CO68","Santander","CO","Colombia",1
"CO68162","hospital","Cerrito","CO68","Santander","CO","Colombia",1
"CO68167","hospital","Charalá","CO68","Santander","CO","Colombia",1
"CO68169","hospital","Charta","CO68","Santander","CO","Colombia",1
"CO68176","hospital","Chima","CO68","Santander","CO","Colombia",1
"CO68179","hospital","Chipatá","CO68","Santander","CO","Colombia",1
"CO68190","hospital","Cimitarra","CO68","Santander","CO","Colombia",2
"CO68207","hospital","Concepción","CO68","Santander","CO","Colombia",1
"CO68209","hospital","Confines","CO68","Santander","CO","Colombia",1
"CO68211","hospital","Contratación","CO68","Santander","CO","Colombia",1
"CO68217","hospital","Coromoro","CO68","Santander","CO","Colombia",1
"CO68229","hospital","Curití","CO68","Santander","CO","Colombia",2
"CO68235","hospital","El Carmen de Chucuri","CO68","Santander","CO","Colombia",2
"CO68255","hospital","El Playón","CO68","Santander","CO","Colombia",1
"CO68264","hospital","Encino","CO68","Santander","CO","Colombia",1
"CO68266","hospital","Enciso","CO68","Santander","CO","Colombia",1
"CO68271","hospital","Florián","CO68","Santander","CO","Colombia",1
"CO68276","hospital","Floridablanca","CO68","Santander","CO","Colombia",6
"CO68296","hospital","Galán","CO68","Santander","CO","Colombia",1
"CO68298","hospital","Gámbita","CO68","Santander","CO","Colombia",1
"CO68318","hospital","Guaca","CO68","Santander","CO","Colombia",2
"CO68320","hospital","Guadalupe","CO68","Santander","CO","Colombia",1
"CO68324","hospital","Guavatá","CO68","Santander","CO","Colombia",1
"CO68327","hospital","Güepsa","CO68","Santander","CO","Colombia",1
"CO68344","hospital","Hato","CO68","Santander","CO","Colombia",1
"CO68368","hospital","Jesús María","CO68","Santander","CO","Colombia",1
"CO68370","hospital","Jordán","CO68","Santander","CO","Colombia",1
"CO68377","hospital","La Belleza","CO68","Santander","CO","Colombia",1
"CO68385","hospital","Landázuri","CO68","Santander","CO","Colombia",2
"CO68397","hospital","La Paz","CO68","Santander","CO","Colombia",1
"CO68406","hospital","Lebrija","CO68","Santander","CO","Colombia",1
"CO68418","hospital","Los Santos","CO68","Santander","CO","Colombia",1
"CO68425","hospital","Macaravita","CO68","Santander","CO","Colombia",1
"CO68444","hospital","Matanza","CO68","Santander","CO","Colombia",1
"CO68468","hospital","Molagavita","CO68","Santander","CO","Colombia",2
"CO68500","hospital","Oiba","CO68","Santander","CO","Colombia",1
"CO68522","hospital","Palmar","CO68","Santander","CO","Colombia",2
"CO68524","hospital","Palmas del Socorro","CO68","Santander","CO","Colombia",1
"CO68533","hospital","Páramo","CO68","Santander","CO","Colombia",1
"CO68547","hospital","Piedecuesta","CO68","Santander","CO","Colombia",3
"CO68572","hospital","Puente Nacional","CO68","Santander","CO","Colombia",1
"CO68575","hospital","Puerto Wilches","CO68","Santander","CO","Colombia",1
"CO68655","hospital","Sabana de Torres","CO68","Santander","CO","Colombia",1
"CO68669","hospital","San Andrés","CO68","Santander","CO","Colombia",1
"CO68673","hospital","San Benito","CO68","Santander","CO","Colombia",1
"CO68679","hospital","San Gil","CO68","Santander","CO","Colombia",3
"CO68684","hospital","San José de Miranda","CO68","Santander","CO","Colombia",1
"CO68686","hospital","San Miguel","CO68","Santander","CO","Colombia",1
"CO68689","hospital","San Vicente de Chucurí","CO68","Santander","CO","Colombia",5
"CO68705","hospital","Santa Bárbara","CO68","Santander","CO","Colombia",1
"CO68745","hospital","Simacota","CO68","Santander","CO","Colombia",3
"CO68755","hospital","Socorro","CO68","Santander","CO","Colombia",1
"CO68770","hospital","Suaita","CO68","Santander","CO","Colombia",2
"CO68773","hospital","Sucre","CO68","Santander","CO","Colombia",3
"CO68780","hospital","Suratá","CO68","Santander","CO","Colombia",2
"CO68855","hospital","Valle de San José","CO68","Santander","CO","Colombia",1
"CO68861","hospital","Vélez","CO68","Santander","CO","Colombia",1
"CO68867","hospital","Vetas","CO68","Santander","CO","Colombia",1
"CO68872","hospital","Villanueva","CO68","Santander","CO","Colombia",1
"CO68895","hospital","Zapatoca","CO68","Santander","CO","Colombia",1
"CO70001","hospital","Sincelejo","CO70","Sucre","CO","Colombia",9
"CO70221","hospital","Coveñas","CO70","Sucre","CO","Colombia",1
"CO70400","hospital","La Unión","CO70","Sucre","CO","Colombia",1
"CO70418","hospital","Los Palmitos","CO70","Sucre","CO","Colombia",4
"CO70429","hospital","Majagual","CO70","Sucre","CO","Colombia",1
"CO70473","hospital","Morroa","CO70","Sucre","CO","Colombia",1
"CO70670","hospital","Sampués","CO70","Sucre","CO","Colombia",1
"CO70713","hospital","San Onofre","CO70","Sucre","CO","Colombia",1
"CO70717","hospital","San Pedro","CO70","Sucre","CO","Colombia",1
"CO73001","hospital","Ibagué","CO73","Tolima","CO","Colombia",39
"CO73030","hospital","Ambalema","CO73","Tolima","CO","Colombia",1
"CO73043","hospital","Anzoátegui","CO73","Tolima","CO","Colombia",1
"CO73055","hospital","Armero","CO73","Tolima","CO","Colombia",1
"CO73148","hospital","Carmen de Apicalá","CO73","Tolima","CO","Colombia",2
"CO73168","hospital","Chaparral","CO73","Tolima","CO","Colombia",1
"CO73200","hospital","Coello","CO73","Tolima","CO","Colombia",1
"CO73226","hospital","Cunday","CO73","Tolima","CO","Colombia",4
"CO73236","hospital","Dolores","CO73","Tolima","CO","Colombia",1
"CO73268","hospital","Espinal","CO73","Tolima","CO","Colombia",1
"CO73270","hospital","Falan","CO73","Tolima","CO","Colombia",2
"CO73275","hospital","Flandes","CO73","Tolima","CO","Colombia",1
"CO73283","hospital","Fresno","CO73","Tolima","CO","Colombia",1
"CO73349","hospital","Honda","CO73","Tolima","CO","Colombia",1
"CO73352","hospital","Icononzo","CO73","Tolima","CO","Colombia",2
"CO73408","hospital","Lérida","CO73","Tolima","CO","Colombia",1
"CO73411","hospital","Líbano","CO73","Tolima","CO","Colombia",2
"CO73443","hospital","San Sebastián de Mariquita","CO73","Tolima","CO","Colombia",1
"CO73449","hospital","Melgar","CO73","Tolima","CO","Colombia",2
"CO73461","hospital","Murillo","CO73","Tolima","CO","Colombia",1
"CO73483","hospital","Natagaima","CO73","Tolima","CO","Colombia",1
"CO73504","hospital","Ortega","CO73","Tolima","CO","Colombia",1
"CO73520","hospital","Palocabildo","CO73","Tolima","CO","Colombia",1
"CO73555","hospital","Planadas","CO73","Tolima","CO","Colombia",1
"CO73563","hospital","Prado","CO73","Tolima","CO","Colombia",1
"CO73585","hospital","Purificación","CO73","Tolima","CO","Colombia",1
"CO73624","hospital","Rovira","CO73","Tolima","CO","Colombia",1
"CO73675","hospital","San Antonio","CO73","Tolima","CO","Colombia",1
"CO73678","hospital","San Luis","CO73","Tolima","CO","Colombia",1
"CO73854","hospital","Valle de San Juan","CO73","Tolima","CO","Colombia",1
"CO73870","hospital","Villahermosa","CO73","Tolima","CO","Colombia",1
"CO73873","hospital","Villarrica","CO73","Tolima","CO","Colombia",1
"CO76001","hospital","Cali","CO76","Valle del Cauca","CO","Colombia",385
"CO76020","hospital","Alcalá","CO76","Valle del Cauca","CO","Colombia",1
"CO76036","hospital","Andalucía","CO76","Valle del Cauca","CO","Colombia",1
"CO76041","hospital","Ansermanuevo","CO76","Valle del Cauca","CO","Colombia",1
"CO76054","hospital","Argelia","CO76","Valle del Cauca","CO","Colombia",1
"CO76100","hospital","Bolívar","CO76","Valle del Cauca","CO","Colombia",1
"CO76109","hospital","Buenaventura","CO76","Valle del Cauca","CO","Colombia",6
"CO76111","hospital","Guadalajara de Buga","CO76","Valle del Cauca","CO","Colombia",6
"CO76113","hospital","Bugalagrande","CO76","Valle del Cauca","CO","Colombia",2
"CO76122","hospital","Caicedonia","CO76","Valle del Cauca","CO","Colombia",1
"CO76126","hospital","Calima","CO76","Valle del Cauca","CO","Colombia",1
"CO76130","hospital","Candelaria","CO76","Valle del Cauca","CO","Colombia",5
"CO76147","hospital","Cartago","CO76","Valle del Cauca","CO","Colombia",2
"CO76243","hospital","El Águila","CO76","Valle del Cauca","CO","Colombia",1
"CO76275","hospital","Florida","CO76","Valle del Cauca","CO","Colombia",3
"CO76318","hospital","Guacarí","CO76","Valle del Cauca","CO","Colombia",1
"CO76364","hospital","Jamundí","CO76","Valle del Cauca","CO","Colombia",3
"CO76377","hospital","La Cumbre","CO76","Valle del Cauca","CO","Colombia",2
"CO76400","hospital","La Unión","CO76","Valle del Cauca","CO","Colombia",1
"CO76403","hospital","La Victoria","CO76","Valle del Cauca","CO","Colombia",1
"CO76497","hospital","Obando","CO76","Valle del Cauca","CO","Colombia",1
"CO76520","hospital","Palmira","CO76","Valle del Cauca","CO","Colombia",8
"CO76563","hospital","Pradera","CO76","Valle del Cauca","CO","Colombia",1
"CO76616","hospital","Riofrío","CO76","Valle del Cauca","CO","Colombia",1
"CO76622","hospital","Roldanillo","CO76","Valle del Cauca","CO","Colombia",1
"CO76670","hospital","San Pedro","CO76","Valle del Cauca","CO","Colombia",1
"CO76736","hospital","Sevilla","CO76","Valle del Cauca","CO","Colombia",1
"CO76834","hospital","Tuluá","CO76","Valle del Cauca","CO","Colombia",34
"CO76845","hospital","Ulloa","CO76","Valle del Cauca","CO","Colombia",1
"CO76869","hospital","Vijes","CO76","Valle del Cauca","CO","Colombia",1
"CO76890","hospital","Yotoco","CO76","Valle del Cauca","CO","Colombia",1
"CO76892","hospital","Yumbo","CO76","Valle del Cauca","CO","Colombia",5
"CO76895","hospital","Zarzal","CO76","Valle del Cauca","CO","Colombia",2
"CO81001","hospital","Arauca","CO81","Arauca","CO","Colombia",1
"CO81065","hospital","Arauquita","CO81","Arauca","CO","Colombia",1
"CO81220","hospital","Cravo Norte","CO81","Arauca","CO","Colombia",1
"CO81736","hospital","Saravena","CO81","Arauca","CO","Colombia",1
"CO85001","hospital","Yopal","CO85","Casanare","CO","Colombia",13
"CO85010","hospital","Aguazul","CO85","Casanare","CO","Colombia",1
"CO85139","hospital","Maní","CO85","Casanare","CO","Colombia",1
"CO85162","hospital","Monterrey","CO85","Casanare","CO","Colombia",1
"CO85230","hospital","Orocué","CO85","Casanare","CO","Colombia",1
"CO85250","hospital","Paz de Ariporo","CO85","Casanare","CO","Colombia",2
"CO85410","hospital","Tauramena","CO85","Casanare","CO","Colombia",1
"CO85440","hospital","Villanueva","CO85","Casanare","CO","Colombia",1
"CO86001","hospital","Mocoa","CO86","Putumayo","CO","Colombia",1
"CO86219","hospital","Colón","CO86","Putumayo","CO","Colombia",1
"CO86568","hospital","Puerto Asís","CO86","Putumayo","CO","Colombia",1
"CO86569","hospital","Puerto Caicedo","CO86","Putumayo","CO","Colombia",1
"CO86571","hospital","Puerto Guzmán","CO86","Putumayo","CO","Colombia",2
"CO86573","hospital","Puerto Leguízamo","CO86","Putumayo","CO","Colombia",2
"CO86757","hospital","San Miguel","CO86","Putumayo","CO","Colombia",1
"CO86865","hospital","Valle del Guamuez","CO86","Putumayo","CO","Colombia",1
"CO86885","hospital","Villagarzón","CO86","Putumayo","CO","Colombia",1
"CO88001","hospital","San Andrés","CO88","Archipiélago de San Andrés, Providencia y Santa Catalina","CO","Colombia",2
"CO88564","hospital","Providencia","CO88","Archipiélago de San Andrés, Providencia y Santa Catalina","CO","Colombia",1
"CO91001","hospital","Leticia","CO91","Amazonas","CO","Colombia",2
"CO91407","hospital","La Pedrera","CO91","Amazonas","CO","Colombia",1
"CO91540","hospital","Puerto Nariño","CO91","Amazonas","CO","Colombia",1
"CO91669","hospital","Puerto Santander","CO91","Amazonas","CO","Colombia",2
"CO94001","hospital","Inírida","CO94","Guainía","CO","Colombia",1
"CO95001","hospital","San José del Guaviare","CO95","Guaviare","CO","Colombia",1
"CO95015","hospital","Calamar","CO95","Guaviare","CO","Colombia",1
"CO95025","hospital","El Retorno","CO95","Guaviare","CO","Colombia",3
"CO97001","hospital","Mitú","CO97","Vaupés","CO","Colombia",1
"CO99001","hospital","Puerto Carreño","CO99","Vichada","CO","Colombia",1
"CO99773","hospital","Cumaribo","CO99","Vichada","CO","Colombia",2
